Region,Season,Crop,Production (tons),Area (hectares),Yield Ratio
Madhesh,Winter,Potato,2295,860,3.93
Karnali,Winter,Mustard,6042,945,2.94
Gandaki,Whole Year,Wheat,2635,72,1.11
Gandaki,Summer (Monsoon),Lentil,2764,718,3.77
Madhesh,Whole Year,Potato,5347,435,1.6
Karnali,Whole Year,Rice,965,285,1.01
Bagmati,Summer (Monsoon),Maize,6848,393,3.02
Lumbini,Summer (Monsoon),Rice,2635,616,1.43
Sudurpashchim,Summer (Monsoon),Lentil,9128,268,0.6
Province 1,Winter,Potato,6513,536,2.27
Bagmati,Winter,Millet,7037,237,0.74
Madhesh,Spring,Mustard,689,730,1.28
Gandaki,Spring,Maize,783,374,4.03
Bagmati,Spring,Mustard,3247,687,4.65
Gandaki,Spring,Maize,3552,484,4.96
Lumbini,Summer (Monsoon),Rice,9719,368,1.7
Madhesh,Summer (Monsoon),Lentil,1856,447,1.58
Bagmati,Whole Year,Mustard,6268,786,4.1
Sudurpashchim,Winter,Barley,6350,199,2.76
Gandaki,Spring,Potato,9636,917,4.08
Karnali,Whole Year,Lentil,8045,306,4.44
Gandaki,Summer (Monsoon),Potato,8388,190,2.47
Sudurpashchim,Spring,Lentil,2354,982,4.81
Gandaki,Spring,Millet,8596,90,4.47
Bagmati,Whole Year,Rice,135,182,4.35
Province 1,Spring,Maize,635,514,3.02
Lumbini,Summer (Monsoon),Millet,1343,682,2.34
Karnali,Winter,Millet,5739,882,0.8
Sudurpashchim,Winter,Barley,6738,888,1.1
Karnali,Summer (Monsoon),Maize,5685,391,2.8
Karnali,Spring,Maize,9018,303,4.63
Province 1,Winter,Millet,1764,459,1.16
Province 1,Summer (Monsoon),Millet,6584,960,1.1
Bagmati,Whole Year,Rice,8117,225,0.82
Sudurpashchim,Spring,Mustard,9287,932,1.5
Madhesh,Winter,Lentil,9393,805,2.73
Madhesh,Winter,Rice,3145,831,3.14
Gandaki,Winter,Lentil,6909,46,1.91
Province 1,Spring,Rice,7741,541,2.64
Province 1,Spring,Potato,3432,232,2.11
Gandaki,Whole Year,Rice,1130,177,2.01
Madhesh,Whole Year,Potato,1719,718,3.39
Province 1,Summer (Monsoon),Barley,7385,733,2.45
Lumbini,Summer (Monsoon),Wheat,5866,795,4.83
Gandaki,Summer (Monsoon),Millet,9871,456,1.69
Madhesh,Spring,Maize,7134,779,2.1
Sudurpashchim,Whole Year,Lentil,258,71,1.65
Gandaki,Summer (Monsoon),Potato,8450,763,4.33
Gandaki,Summer (Monsoon),Wheat,6232,283,3.22
Bagmati,Summer (Monsoon),Maize,7573,616,4.09
Sudurpashchim,Spring,Mustard,4385,840,2.97
Sudurpashchim,Winter,Barley,162,156,2.04
Gandaki,Summer (Monsoon),Potato,8628,769,3.48
Karnali,Winter,Wheat,1297,99,2.1
Bagmati,Whole Year,Rice,898,745,1.11
Lumbini,Summer (Monsoon),Barley,5021,752,0.54
Lumbini,Winter,Barley,9363,1,1.53
Province 1,Summer (Monsoon),Potato,8874,308,4.84
Sudurpashchim,Summer (Monsoon),Barley,2667,37,4.25
Province 1,Whole Year,Barley,6215,19,1.57
Karnali,Spring,Barley,7774,969,3.18
Province 1,Spring,Mustard,2983,911,3.25
Gandaki,Winter,Potato,2987,76,2.48
Bagmati,Winter,Potato,3137,529,3.68
Province 1,Summer (Monsoon),Maize,230,605,4.39
Gandaki,Spring,Wheat,4019,549,0.79
Bagmati,Summer (Monsoon),Barley,5509,5,3.99
Sudurpashchim,Spring,Mustard,6331,957,1.1
Lumbini,Winter,Rice,7061,823,3.47
Sudurpashchim,Spring,Mustard,5733,926,2.9
Karnali,Whole Year,Potato,5490,391,2.05
Sudurpashchim,Spring,Wheat,6588,89,1.96
Bagmati,Summer (Monsoon),Potato,1497,858,1.23
Sudurpashchim,Winter,Barley,9589,522,4.26
Lumbini,Spring,Wheat,3915,152,2.25
Gandaki,Summer (Monsoon),Rice,8510,802,1.34
Sudurpashchim,Spring,Maize,9780,377,0.62
Lumbini,Winter,Wheat,6640,766,2.86
Gandaki,Winter,Potato,6913,299,3.52
Karnali,Whole Year,Millet,2944,346,3.69
Sudurpashchim,Spring,Maize,6006,703,1.68
Karnali,Whole Year,Potato,9198,675,4.83
Province 1,Spring,Barley,8610,361,1.87
Madhesh,Winter,Millet,4009,999,1.2
Madhesh,Spring,Potato,5519,695,3.15
Gandaki,Spring,Millet,3309,343,3.01
Madhesh,Whole Year,Potato,543,85,4.85
Province 1,Whole Year,Rice,7080,706,1.25
Gandaki,Winter,Potato,7163,743,1.52
Gandaki,Winter,Potato,916,98,2.96
Karnali,Spring,Wheat,4093,330,3.29
Province 1,Whole Year,Wheat,6544,11,1.27
Gandaki,Winter,Barley,8430,358,3.29
Gandaki,Whole Year,Mustard,7225,849,2.96
Bagmati,Spring,Barley,6938,168,3.68
Sudurpashchim,Summer (Monsoon),Barley,932,761,3.8
Bagmati,Spring,Millet,9138,931,2.94
Karnali,Spring,Millet,6240,176,1.95
Bagmati,Whole Year,Maize,4487,964,4.23
Sudurpashchim,Winter,Lentil,3478,646,1.32
Karnali,Spring,Rice,2710,567,1.84
Province 1,Whole Year,Mustard,2899,408,1.08
Province 1,Winter,Wheat,8065,383,3.32
Sudurpashchim,Spring,Lentil,8805,608,3.94
Province 1,Winter,Potato,9008,954,2.53
Madhesh,Whole Year,Potato,9326,644,0.88
Madhesh,Summer (Monsoon),Maize,4947,446,2.7
Province 1,Spring,Potato,5907,719,2.53
Sudurpashchim,Summer (Monsoon),Lentil,4060,874,3.69
Lumbini,Whole Year,Mustard,7187,93,2.68
Karnali,Winter,Barley,2365,870,2.15
Karnali,Summer (Monsoon),Lentil,9659,869,3.19
Gandaki,Whole Year,Mustard,5972,162,3.02
Lumbini,Spring,Mustard,4698,360,2.96
Karnali,Summer (Monsoon),Wheat,3726,800,1.52
Bagmati,Winter,Maize,9942,526,4.9
Sudurpashchim,Winter,Rice,5457,696,1.71
Lumbini,Spring,Rice,6467,116,3.9
Sudurpashchim,Spring,Mustard,7059,58,3.46
Madhesh,Spring,Maize,3998,605,3.33
Province 1,Spring,Barley,3959,813,3.3
Madhesh,Summer (Monsoon),Potato,8613,305,4.01
Gandaki,Whole Year,Lentil,1627,886,1.41
Karnali,Spring,Potato,8993,920,0.54
Madhesh,Whole Year,Wheat,5229,894,0.61
Lumbini,Summer (Monsoon),Maize,5418,973,3.66
Gandaki,Spring,Potato,7047,118,1.61
Lumbini,Summer (Monsoon),Potato,2358,459,4.13
Province 1,Summer (Monsoon),Maize,5022,283,4.84
Bagmati,Summer (Monsoon),Millet,9885,486,0.71
Karnali,Spring,Millet,9789,949,4.24
Madhesh,Whole Year,Millet,7600,934,1.83
Sudurpashchim,Summer (Monsoon),Millet,6576,609,1.24
Sudurpashchim,Whole Year,Barley,252,351,0.69
Lumbini,Whole Year,Millet,5595,685,3.88
Madhesh,Winter,Lentil,626,512,4.01
Sudurpashchim,Summer (Monsoon),Wheat,8508,582,4.87
Sudurpashchim,Winter,Mustard,2383,994,3.07
Sudurpashchim,Spring,Maize,9514,116,2.0
Madhesh,Whole Year,Millet,9404,62,4.22
Gandaki,Winter,Rice,185,587,3.69
Karnali,Summer (Monsoon),Barley,4326,308,1.26
Karnali,Spring,Barley,2754,717,3.3
Gandaki,Spring,Barley,3169,430,4.16
Bagmati,Whole Year,Millet,935,660,4.6
Karnali,Whole Year,Maize,5204,629,0.94
Madhesh,Whole Year,Wheat,8786,184,1.43
Lumbini,Whole Year,Barley,4876,280,0.52
Karnali,Whole Year,Millet,4981,456,2.26
Lumbini,Summer (Monsoon),Potato,2438,160,4.2
Gandaki,Winter,Millet,9961,671,4.41
Madhesh,Whole Year,Maize,231,973,0.54
Gandaki,Summer (Monsoon),Lentil,3053,387,2.31
Sudurpashchim,Spring,Mustard,2532,367,4.06
Sudurpashchim,Winter,Maize,4783,340,4.7
Bagmati,Whole Year,Wheat,2503,320,1.01
Madhesh,Spring,Potato,5919,396,3.9
Bagmati,Summer (Monsoon),Lentil,2119,853,4.45
Karnali,Summer (Monsoon),Barley,6087,972,1.86
Sudurpashchim,Spring,Maize,7311,743,1.95
Province 1,Spring,Maize,2781,309,1.47
Sudurpashchim,Spring,Maize,2475,723,2.39
Gandaki,Winter,Lentil,8891,182,0.57
Karnali,Summer (Monsoon),Wheat,6899,971,2.17
Gandaki,Summer (Monsoon),Maize,4818,190,0.52
Madhesh,Spring,Wheat,720,268,4.44
Gandaki,Winter,Millet,8846,131,2.85
Karnali,Whole Year,Maize,9668,472,1.14
Madhesh,Whole Year,Maize,4022,736,2.93
Province 1,Whole Year,Barley,1230,829,2.93
Lumbini,Spring,Wheat,8199,124,3.29
Karnali,Winter,Maize,954,297,0.73
Karnali,Winter,Rice,8893,760,2.16
Gandaki,Whole Year,Potato,5098,69,1.29
Sudurpashchim,Summer (Monsoon),Wheat,6863,100,1.01
Sudurpashchim,Winter,Potato,4606,753,0.82
Lumbini,Summer (Monsoon),Wheat,2877,409,1.95
Karnali,Winter,Wheat,635,799,1.92
Lumbini,Winter,Wheat,4025,723,2.48
Madhesh,Summer (Monsoon),Maize,4692,560,1.87
Madhesh,Whole Year,Millet,530,451,2.84
Karnali,Summer (Monsoon),Lentil,7708,218,1.45
Sudurpashchim,Spring,Rice,6276,948,3.09
Gandaki,Summer (Monsoon),Maize,4639,418,4.43
Lumbini,Winter,Lentil,1763,379,2.95
Sudurpashchim,Whole Year,Wheat,9267,240,2.72
Lumbini,Whole Year,Lentil,1129,686,1.72
Bagmati,Summer (Monsoon),Maize,6148,903,0.56
Gandaki,Spring,Lentil,6636,411,2.78
Bagmati,Summer (Monsoon),Millet,8741,667,2.53
Madhesh,Summer (Monsoon),Lentil,5730,672,4.02
Lumbini,Winter,Mustard,7770,608,2.62
Bagmati,Whole Year,Wheat,4935,979,2.12
Province 1,Spring,Rice,9544,798,4.41
Province 1,Winter,Maize,1315,37,4.75
Lumbini,Whole Year,Barley,9733,431,3.82
Sudurpashchim,Winter,Barley,5750,710,0.62
Sudurpashchim,Whole Year,Wheat,8487,742,3.37
Karnali,Summer (Monsoon),Mustard,1263,456,3.74
Karnali,Spring,Potato,9852,200,3.66
Karnali,Whole Year,Lentil,2374,447,2.82
Province 1,Whole Year,Maize,1600,366,3.63
Karnali,Winter,Lentil,7009,118,2.84
Sudurpashchim,Whole Year,Rice,8713,679,4.22
Gandaki,Winter,Maize,336,877,3.9
Bagmati,Summer (Monsoon),Mustard,2991,940,0.82
Bagmati,Spring,Mustard,3035,69,1.98
Lumbini,Spring,Wheat,2044,71,4.59
Gandaki,Whole Year,Millet,7925,222,1.74
Sudurpashchim,Summer (Monsoon),Barley,2303,556,2.72
Madhesh,Summer (Monsoon),Lentil,8420,922,2.13
Lumbini,Spring,Potato,2794,918,2.75
Province 1,Whole Year,Potato,2804,830,1.04
Lumbini,Winter,Wheat,6868,801,1.57
Gandaki,Winter,Lentil,8202,44,4.7
Bagmati,Spring,Potato,1655,793,3.53
Province 1,Summer (Monsoon),Wheat,8889,928,0.73
Province 1,Summer (Monsoon),Barley,203,569,2.8
Province 1,Whole Year,Wheat,3181,4,1.46
Sudurpashchim,Whole Year,Wheat,5893,43,1.77
Karnali,Winter,Millet,8605,218,4.97
Province 1,Whole Year,Maize,3861,175,3.1
Province 1,Winter,Maize,2109,430,0.98
Bagmati,Spring,Potato,9246,410,3.84
Gandaki,Winter,Mustard,3760,524,2.32
Karnali,Summer (Monsoon),Millet,161,686,1.63
Gandaki,Spring,Lentil,8381,440,1.8
Province 1,Whole Year,Barley,7317,555,4.64
Sudurpashchim,Winter,Potato,8420,417,2.74
Madhesh,Whole Year,Potato,5689,512,1.66
Sudurpashchim,Summer (Monsoon),Millet,1766,871,0.81
Lumbini,Winter,Millet,5648,530,1.09
Province 1,Spring,Rice,6975,196,3.03
Sudurpashchim,Spring,Millet,997,305,2.95
Sudurpashchim,Winter,Potato,7883,817,1.85
Lumbini,Winter,Millet,2442,90,0.53
Karnali,Winter,Mustard,798,494,2.65
Karnali,Whole Year,Barley,3032,92,0.83
Madhesh,Summer (Monsoon),Lentil,5400,542,2.81
Madhesh,Summer (Monsoon),Rice,9839,783,3.26
Madhesh,Whole Year,Potato,8411,980,4.17
Bagmati,Winter,Potato,6388,170,3.93
Lumbini,Spring,Rice,3584,486,3.76
Bagmati,Spring,Millet,593,25,2.67
Lumbini,Winter,Wheat,1955,882,4.68
Bagmati,Winter,Potato,2563,237,4.68
Gandaki,Summer (Monsoon),Mustard,2930,422,2.49
Karnali,Winter,Mustard,4012,558,1.3
Bagmati,Summer (Monsoon),Barley,632,241,3.6
Bagmati,Whole Year,Millet,5067,236,1.87
Lumbini,Summer (Monsoon),Wheat,7942,742,4.52
Karnali,Summer (Monsoon),Rice,3446,180,4.92
Karnali,Whole Year,Barley,7952,51,1.5
Province 1,Spring,Potato,1019,21,4.12
Lumbini,Spring,Lentil,8438,80,2.17
Gandaki,Winter,Rice,2652,119,2.14
Karnali,Spring,Mustard,3957,938,2.89
Madhesh,Winter,Rice,1177,174,3.9
Province 1,Whole Year,Potato,1107,973,1.9
Karnali,Winter,Mustard,5656,892,2.0
Sudurpashchim,Summer (Monsoon),Potato,4400,665,1.17
Sudurpashchim,Whole Year,Lentil,6006,892,3.43
Lumbini,Spring,Rice,2815,123,3.32
Karnali,Whole Year,Millet,2224,694,2.85
Madhesh,Whole Year,Wheat,7137,469,1.79
Gandaki,Spring,Mustard,7281,62,1.54
Karnali,Summer (Monsoon),Wheat,6502,354,3.33
Karnali,Summer (Monsoon),Millet,6063,649,1.72
Lumbini,Summer (Monsoon),Maize,182,302,3.61
Sudurpashchim,Winter,Mustard,9076,770,3.21
Madhesh,Summer (Monsoon),Rice,1192,41,2.05
Gandaki,Summer (Monsoon),Millet,3398,449,0.87
Province 1,Whole Year,Millet,873,841,3.37
Karnali,Whole Year,Rice,5971,889,0.73
Province 1,Summer (Monsoon),Rice,3101,751,4.29
Province 1,Winter,Potato,5072,76,3.56
Karnali,Whole Year,Barley,2001,10,1.49
Lumbini,Winter,Maize,4969,211,4.54
Sudurpashchim,Spring,Lentil,2766,206,1.93
Gandaki,Winter,Barley,8499,178,3.61
Gandaki,Summer (Monsoon),Mustard,8492,387,4.87
Bagmati,Spring,Mustard,6527,801,3.0
Bagmati,Whole Year,Millet,571,213,4.25
Gandaki,Whole Year,Rice,4735,231,3.09
Lumbini,Winter,Barley,9933,432,1.47
Lumbini,Summer (Monsoon),Rice,9276,636,4.32
Gandaki,Whole Year,Maize,6225,698,3.91
Sudurpashchim,Summer (Monsoon),Barley,1801,661,4.9
Gandaki,Spring,Maize,5680,250,1.97
Province 1,Summer (Monsoon),Barley,782,670,4.4
Bagmati,Spring,Mustard,7748,686,4.52
Madhesh,Whole Year,Rice,8085,727,1.18
Gandaki,Spring,Potato,8508,179,1.4
Karnali,Whole Year,Millet,8648,900,4.51
Bagmati,Spring,Barley,3797,265,2.77
Lumbini,Whole Year,Rice,7258,910,2.51
Province 1,Winter,Lentil,5087,526,4.03
Lumbini,Summer (Monsoon),Millet,1316,974,4.51
Bagmati,Whole Year,Maize,5087,786,2.57
Sudurpashchim,Winter,Lentil,8135,974,3.91
Lumbini,Whole Year,Maize,8931,448,0.96
Karnali,Whole Year,Lentil,3123,678,3.31
Province 1,Summer (Monsoon),Lentil,3495,107,1.77
Lumbini,Whole Year,Millet,9402,185,4.01
Lumbini,Whole Year,Lentil,8221,458,1.32
Province 1,Whole Year,Lentil,9897,802,3.92
Madhesh,Whole Year,Millet,1367,395,4.92
Madhesh,Whole Year,Mustard,6032,364,2.32
Province 1,Summer (Monsoon),Mustard,4082,295,2.9
Karnali,Spring,Lentil,2554,59,4.59
Karnali,Summer (Monsoon),Lentil,5371,417,3.71
Gandaki,Summer (Monsoon),Mustard,6519,31,3.38
Province 1,Summer (Monsoon),Mustard,5689,9,4.08
Karnali,Spring,Maize,3613,73,2.93
Province 1,Spring,Potato,1781,675,3.13
Madhesh,Whole Year,Rice,7867,65,4.39
Lumbini,Summer (Monsoon),Barley,4375,285,1.81
Madhesh,Summer (Monsoon),Mustard,5296,738,2.8
Province 1,Whole Year,Mustard,4910,819,1.28
Lumbini,Winter,Mustard,6324,755,3.1
Lumbini,Whole Year,Wheat,2001,142,0.84
Province 1,Winter,Lentil,8965,537,2.21
Sudurpashchim,Winter,Maize,2266,376,2.71
Madhesh,Whole Year,Rice,7026,86,4.97
Karnali,Winter,Millet,2180,501,1.11
Madhesh,Spring,Mustard,3545,459,3.83
Gandaki,Whole Year,Maize,8788,84,0.59
Lumbini,Winter,Mustard,9648,895,1.34
Province 1,Summer (Monsoon),Potato,366,714,2.72
Madhesh,Summer (Monsoon),Maize,2114,639,4.22
Province 1,Winter,Potato,2550,195,0.7
Sudurpashchim,Winter,Barley,4211,856,4.28
Lumbini,Summer (Monsoon),Mustard,2398,679,4.23
Lumbini,Whole Year,Wheat,9216,566,4.03
Sudurpashchim,Winter,Potato,5540,946,4.62
Karnali,Spring,Millet,8601,595,2.38
Madhesh,Spring,Maize,9945,479,0.93
Gandaki,Winter,Mustard,2196,578,2.53
Lumbini,Whole Year,Rice,7133,309,0.85
Sudurpashchim,Whole Year,Rice,9764,490,1.07
Bagmati,Winter,Mustard,6807,903,4.01
Gandaki,Winter,Wheat,6973,373,4.07
Gandaki,Spring,Barley,4860,922,2.98
Lumbini,Winter,Rice,5782,231,3.4
Sudurpashchim,Spring,Millet,6615,633,0.79
Province 1,Winter,Mustard,3895,302,3.17
Province 1,Summer (Monsoon),Mustard,9678,396,2.75
Karnali,Spring,Potato,4694,128,1.66
Bagmati,Spring,Lentil,6126,156,1.2
Karnali,Spring,Mustard,4340,138,1.96
Province 1,Winter,Rice,4570,141,2.78
Madhesh,Whole Year,Barley,2584,248,3.33
Gandaki,Whole Year,Potato,515,87,2.41
Madhesh,Whole Year,Millet,9920,983,3.15
Bagmati,Spring,Lentil,9563,763,2.36
Gandaki,Spring,Rice,9735,676,2.4
Lumbini,Whole Year,Mustard,6580,882,3.6
Lumbini,Winter,Mustard,2962,947,1.26
Gandaki,Summer (Monsoon),Mustard,2780,296,1.7
Madhesh,Winter,Wheat,2060,906,3.57
Bagmati,Winter,Maize,3108,940,2.56
Karnali,Spring,Rice,7154,436,1.39
Sudurpashchim,Spring,Lentil,873,54,4.23
Madhesh,Winter,Potato,6571,572,1.9
Province 1,Spring,Rice,1489,275,1.5
Lumbini,Winter,Maize,9749,608,3.83
Bagmati,Spring,Rice,3369,435,1.92
Province 1,Spring,Mustard,8695,626,2.24
Lumbini,Spring,Millet,9064,946,1.1
Karnali,Spring,Lentil,882,724,0.76
Karnali,Winter,Barley,6170,350,0.87
Bagmati,Summer (Monsoon),Millet,1339,230,1.94
Sudurpashchim,Summer (Monsoon),Wheat,510,521,2.32
Province 1,Whole Year,Maize,9540,588,0.65
Madhesh,Winter,Wheat,3235,365,4.89
Karnali,Winter,Potato,5247,941,2.82
Karnali,Summer (Monsoon),Maize,8486,700,4.31
Sudurpashchim,Winter,Maize,8453,242,3.47
Lumbini,Spring,Wheat,5199,393,2.65
Lumbini,Spring,Lentil,409,374,4.34
Bagmati,Summer (Monsoon),Lentil,4288,302,3.57
Sudurpashchim,Spring,Rice,425,792,0.87
Gandaki,Winter,Maize,3842,424,4.74
Sudurpashchim,Winter,Mustard,7980,600,3.63
Madhesh,Winter,Mustard,495,847,3.25
Lumbini,Winter,Mustard,4184,652,2.42
Gandaki,Spring,Millet,1432,73,3.57
Bagmati,Winter,Millet,8972,930,4.6
Bagmati,Spring,Rice,3100,696,4.93
Sudurpashchim,Whole Year,Wheat,6260,571,1.1
Sudurpashchim,Winter,Lentil,6346,67,1.42
Madhesh,Spring,Lentil,3282,754,4.06
Madhesh,Summer (Monsoon),Potato,6894,854,1.92
Sudurpashchim,Whole Year,Barley,9709,341,1.63
Sudurpashchim,Spring,Barley,6200,96,0.62
Lumbini,Summer (Monsoon),Maize,6452,339,1.76
Karnali,Summer (Monsoon),Lentil,232,592,2.21
Gandaki,Whole Year,Wheat,3258,306,3.8
Gandaki,Winter,Lentil,5448,201,1.11
Province 1,Spring,Wheat,6028,135,1.44
Lumbini,Whole Year,Wheat,2815,485,3.14
Bagmati,Whole Year,Maize,2571,47,0.8
Lumbini,Winter,Rice,6408,161,0.63
Bagmati,Whole Year,Potato,7242,228,3.21
Gandaki,Summer (Monsoon),Wheat,9060,805,1.76
Province 1,Winter,Barley,7904,161,2.23
Madhesh,Summer (Monsoon),Maize,7722,31,0.9
Gandaki,Whole Year,Maize,7629,377,2.94
Province 1,Whole Year,Rice,1924,877,3.56
Lumbini,Winter,Wheat,2745,410,3.0
Province 1,Whole Year,Mustard,8905,152,3.33
Gandaki,Whole Year,Lentil,9701,59,3.15
Karnali,Whole Year,Lentil,5993,853,0.67
Gandaki,Whole Year,Maize,6669,437,4.94
Lumbini,Whole Year,Barley,6183,728,4.79
Province 1,Whole Year,Maize,9298,189,2.66
Bagmati,Whole Year,Lentil,9353,207,4.6
Lumbini,Whole Year,Rice,8083,271,2.26
Karnali,Spring,Barley,9338,793,0.88
Bagmati,Summer (Monsoon),Potato,6977,166,1.22
Bagmati,Spring,Barley,3181,418,1.02
Bagmati,Spring,Lentil,8716,122,1.06
Karnali,Winter,Barley,5535,937,3.27
Sudurpashchim,Summer (Monsoon),Mustard,8229,435,2.78
Lumbini,Spring,Mustard,5193,196,1.79
Sudurpashchim,Summer (Monsoon),Lentil,470,5,1.52
Lumbini,Winter,Mustard,3716,270,4.51
Province 1,Spring,Potato,9145,877,2.75
Madhesh,Winter,Mustard,9119,463,4.93
Madhesh,Spring,Millet,448,758,4.58
Madhesh,Spring,Lentil,5716,498,1.71
Province 1,Winter,Millet,1529,672,1.0
Karnali,Spring,Wheat,8074,119,4.12
Gandaki,Whole Year,Millet,7718,61,2.27
Bagmati,Spring,Barley,8253,495,3.86
Bagmati,Summer (Monsoon),Barley,9873,905,4.84
Gandaki,Summer (Monsoon),Wheat,3400,777,4.01
Sudurpashchim,Summer (Monsoon),Lentil,9111,732,0.89
Province 1,Spring,Lentil,4820,590,4.35
Gandaki,Winter,Lentil,6687,339,1.7
Gandaki,Whole Year,Lentil,4089,349,0.84
Gandaki,Spring,Millet,7312,536,1.64
Sudurpashchim,Summer (Monsoon),Maize,2287,137,4.54
Bagmati,Whole Year,Millet,2396,580,4.38
Lumbini,Whole Year,Lentil,4711,693,1.07
Lumbini,Summer (Monsoon),Millet,829,170,2.9
Lumbini,Spring,Mustard,7887,207,1.43
Lumbini,Whole Year,Maize,5185,266,1.32
Sudurpashchim,Summer (Monsoon),Maize,1507,971,4.81
Province 1,Whole Year,Wheat,7726,821,4.73
Madhesh,Summer (Monsoon),Lentil,725,522,2.84
Madhesh,Winter,Maize,1662,368,1.98
Karnali,Winter,Mustard,6186,184,1.39
Gandaki,Whole Year,Rice,8414,344,1.19
Bagmati,Summer (Monsoon),Wheat,9100,397,4.36
Province 1,Winter,Potato,6935,168,3.41
Sudurpashchim,Whole Year,Maize,1173,861,4.51
Province 1,Whole Year,Rice,8581,60,0.93
Bagmati,Winter,Barley,3552,152,1.49
Madhesh,Winter,Barley,8538,146,4.77
Bagmati,Summer (Monsoon),Mustard,7953,405,1.74
Bagmati,Winter,Wheat,6885,389,4.81
Lumbini,Winter,Mustard,3618,98,1.91
Karnali,Winter,Millet,8793,625,1.24
Lumbini,Spring,Millet,456,934,3.22
Sudurpashchim,Spring,Millet,208,44,2.91
Madhesh,Winter,Barley,3641,562,2.01
Madhesh,Winter,Lentil,7697,365,4.76
Sudurpashchim,Summer (Monsoon),Lentil,5631,337,1.14
Lumbini,Whole Year,Millet,3163,363,3.66
Karnali,Spring,Barley,8699,690,0.71
Province 1,Winter,Lentil,4394,795,4.71
Madhesh,Whole Year,Lentil,2750,881,2.46
Lumbini,Winter,Millet,5641,141,0.64
Province 1,Winter,Potato,3228,208,1.85
Gandaki,Whole Year,Maize,3202,180,1.71
Sudurpashchim,Winter,Lentil,9050,231,1.12
Sudurpashchim,Spring,Mustard,9598,454,3.16
Lumbini,Winter,Mustard,1119,273,2.49
Gandaki,Whole Year,Millet,8259,350,3.01
Gandaki,Winter,Wheat,6811,109,1.12
Province 1,Whole Year,Maize,8090,21,4.95
Gandaki,Spring,Millet,5006,895,0.66
Province 1,Summer (Monsoon),Barley,7255,291,4.74
Sudurpashchim,Whole Year,Wheat,8868,335,1.16
Karnali,Summer (Monsoon),Rice,9741,856,4.94
Madhesh,Spring,Lentil,8766,172,1.31
Gandaki,Whole Year,Lentil,1788,310,1.5
Province 1,Whole Year,Maize,1643,143,1.78
Madhesh,Spring,Mustard,4658,129,1.49
Sudurpashchim,Spring,Potato,3027,414,1.72
Karnali,Summer (Monsoon),Wheat,915,320,3.17
Gandaki,Whole Year,Lentil,7875,656,4.32
Madhesh,Whole Year,Rice,3786,41,0.77
Bagmati,Whole Year,Potato,4932,650,1.19
Madhesh,Whole Year,Mustard,7154,331,2.8
Karnali,Whole Year,Rice,8450,35,3.5
Karnali,Spring,Wheat,806,242,2.19
Karnali,Winter,Wheat,1638,413,2.46
Bagmati,Spring,Millet,9137,668,4.79
Bagmati,Whole Year,Potato,5895,688,1.63
Madhesh,Whole Year,Millet,5753,144,4.18
Karnali,Whole Year,Wheat,7010,243,1.42
Lumbini,Winter,Millet,6257,181,4.91
Bagmati,Spring,Rice,3311,246,2.78
Lumbini,Winter,Millet,9460,279,4.16
Sudurpashchim,Spring,Maize,9126,991,4.84
Province 1,Winter,Maize,2032,4,1.23
Sudurpashchim,Summer (Monsoon),Lentil,2546,430,1.56
Gandaki,Winter,Millet,1637,645,3.04
Karnali,Whole Year,Wheat,2240,343,4.13
Sudurpashchim,Summer (Monsoon),Maize,1158,950,1.92
Bagmati,Spring,Potato,8833,126,2.87
Sudurpashchim,Winter,Lentil,7601,232,0.54
Karnali,Spring,Lentil,6863,614,4.3
Province 1,Winter,Potato,3326,283,3.55
Sudurpashchim,Winter,Maize,2894,264,1.49
Bagmati,Summer (Monsoon),Lentil,8926,113,2.87
Lumbini,Summer (Monsoon),Mustard,3242,628,1.94
Madhesh,Winter,Millet,2964,910,4.28
Lumbini,Summer (Monsoon),Maize,6767,909,4.22
Madhesh,Whole Year,Maize,4166,104,3.83
Lumbini,Winter,Millet,1988,69,0.77
Karnali,Summer (Monsoon),Lentil,3414,551,4.76
Gandaki,Spring,Lentil,3821,725,4.22
Sudurpashchim,Winter,Mustard,8273,411,0.82
Sudurpashchim,Summer (Monsoon),Barley,1316,848,3.42
Lumbini,Spring,Mustard,742,328,3.27
Madhesh,Spring,Potato,6736,214,4.23
Lumbini,Summer (Monsoon),Millet,5462,213,0.76
Karnali,Whole Year,Wheat,1663,114,1.75
Sudurpashchim,Spring,Barley,2325,562,2.86
Province 1,Whole Year,Maize,9878,605,3.86
Gandaki,Spring,Lentil,9259,223,4.25
Lumbini,Spring,Maize,4275,447,1.07
Gandaki,Spring,Maize,5604,125,0.59
Madhesh,Winter,Millet,6252,496,2.73
Province 1,Whole Year,Rice,6255,469,1.87
Sudurpashchim,Spring,Lentil,6192,788,1.57
Lumbini,Spring,Potato,7575,16,4.31
Lumbini,Whole Year,Mustard,9601,903,3.19
Bagmati,Spring,Lentil,2456,933,1.52
Gandaki,Whole Year,Wheat,7685,528,1.08
Sudurpashchim,Spring,Lentil,1484,494,3.63
Lumbini,Summer (Monsoon),Maize,9089,230,4.56
Gandaki,Winter,Lentil,7652,541,2.64
Gandaki,Winter,Maize,6167,914,3.46
Sudurpashchim,Winter,Wheat,8190,538,1.89
Province 1,Summer (Monsoon),Millet,5154,109,0.63
Karnali,Whole Year,Potato,8254,713,3.63
